코스명,산이름,유형설명,최고고도_m,누적상승_m,편도거리_km,총거리_km,예상시간_분,예상시간,출발_lat,출발_lon,도착_lat,도착_lon,난이도,세부난이도,난이도점수,관광인프라점수,주차장_접근성점수,정류장_접근성점수,코스수,가중치,매력종합점수,전망,힐링,사진,등산로,성취감,계절매력,특출매력,특출점수,주차장거리_m,정류장거리_m,위치,주차장명,정류장명,Cluster
덕유산_03,덕유산,편도_등산,1526.3,2612.266000000003,7.03,14.06,603,10시간 03분,35.839468,127.690999,35.843906,127.745041,초인,초인2,580.46,4.9,5,10.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,832.0,6.0,전라북도 무주군,안성주차장,통안,0
덕유산_04,덕유산,편도_등산,1614.4,2636.5640000000026,6.94,13.88,604,10시간 04분,35.832428,127.799643,35.851545,127.747358,초인,초인2,579.41,3.9,0,10.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,,33.3,전라북도 무주군,,덕유산국립공원,0
덕유산_05,덕유산,편도_등산,1367.8,2125.8600000000006,6.39,12.78,511,8시간 31분,35.867453,127.827854,35.839712,127.772824,초인,초인1,499.24,4.3,0,5.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,,960.5,전라북도 무주군,,빼재,0
덕유산_06,덕유산,등하산_횡단,1516.2,997.8720000000015,6.01,6.01,243,4시간 03분,35.827201,127.739228,35.79109,127.704909,중급,중급3,234.56,3.9,0,0.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,,3799.0,전라북도 무주군,,병곡,0
덕유산_07,덕유산,편도_등산,1535.4,2445.131,6.51,13.02,562,9시간 22분,35.801524,127.652985,35.767518,127.679508,초인,초인2,540.42,3.9,10,0.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,157.0,2198.2,전라북도 무주군,양악지주차장,파곡,0
덕유산_08,덕유산,등하산_횡단,1052.7,1155.8689999999992,6.11,6.11,268,4시간 28분,35.718277,127.66026,35.738956,127.679033,상급,상급1,254.54,3.7,10,10.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,31.0,180.5,전라북도 무주군,육십령공영주차장,육십령마을,0
덕유산_09,덕유산,등하산_원점회귀,1525.9,1673.3810000000008,8.59,8.59,371,6시간 11분,35.740484,127.679916,35.744019,127.679225,최상급,최상급2,363.14,3.5,10,8.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,57.0,518.9,전라북도 무주군,영각사 주차장,영각사,0
덕유산_10,덕유산,등하산_원점회귀,1438.4,1145.5580000000004,8.77,8.77,306,5시간 06분,35.770019,127.71975,35.770177,127.718969,상급,상급3,303.59,4.6,10,10.0,10,0.3162277660168379,7.5,8.3,7.1,7.8,6.9,6.8,8.7,계절매력,8.7,163.0,8.1,전라북도 무주군,황점마을 주차장,황점,0
덕항산_01,덕항산,등하산_횡단,1099.5,372.82100000000025,5.15,5.15,125,2시간 05분,37.304266,128.991923,37.304536,129.005677,입문,입문,88.48,3.6,0,10.0,2,0.7071067811865475,6.5,6.2,6.9,6.6,6.2,6.6,6.8,힐링,6.9,,19.0,강원도 삼척시,,하사미분교,1
덕항산_02,덕항산,등하산_원점회귀,1110.7,659.385,6.15,6.15,192,3시간 12분,37.323393,129.013996,37.323378,129.013628,초급,초급2,154.3,4.3,8,5.0,2,0.7071067811865475,6.5,6.2,6.9,6.6,6.2,6.6,6.8,힐링,6.9,728.0,840.0,강원도 삼척시,관광기념품센타 주차장,환선굴,1
도락산_01,도락산,등하산_원점회귀,984.9,1031.4699999999991,6.06,6.06,239,3시간 59분,36.87441,128.292544,36.872222,128.295041,중급,중급3,239.46,4.8,10,10.0,1,1.0,7.3,8.1,7.0,7.5,6.4,7.8,7.2,전망,8.1,184.0,10.8,충청북도 단양군,월악산국립공원 상선암주차장,가산2리,2
도봉산_03,도봉산,편도_하산,759.3,635.2189999999997,3.74,7.47,207,3시간 27분,37.686373,127.035664,37.695489,127.009364,초급,초급3,166.91,7.0,10,8.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,121.0,452.0,서울특별시 도봉구,북한산생태탐방원 주차장,도봉산입구,2
도봉산_06,도봉산,등하산_횡단,662.6,594.8230000000002,4.24,4.24,135,2시간 15분,37.713225,126.982022,37.690558,127.007977,초급,초급2,152.11,6.3,10,8.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,241.0,583.3,서울특별시 도봉구,장흥허브테마공원 주차장,송추IC(미정차),2
도봉산_07,도봉산,등하산_원점회귀,726.7,984.787,12.28,12.28,331,5시간 31분,37.715705,126.979517,37.718124,126.982102,상급,상급2,266.46,6.3,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,29.0,366.4,서울특별시 도봉구,북한산국립공원 송추제2주차장,송추역.경남아너스빌,2
도봉산_08,도봉산,등하산_원점회귀,733.3,973.7450000000003,5.71,5.71,230,3시간 50분,37.686128,127.036307,37.687905,127.028102,중급,중급3,225.85,6.9,10,8.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,181.0,402.8,서울특별시 도봉구,북한산생태탐방원 주차장,도봉산입구,2
도봉산_11,도봉산,등하산_횡단,607.5,857.2689999999997,8.94,8.94,266,4시간 26분,37.69332,126.96605,37.663009,127.01257,중급,중급2,212.12,6.6,2,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,1921.0,10.8,서울특별시 도봉구,숨은벽등산로주차장,솔고개.교현예비군훈련장,2
도봉산_12,도봉산,등하산_원점회귀,548.8,811.0120000000006,10.44,10.44,275,4시간 35분,37.716226,126.979843,37.721097,126.988149,중급,중급2,222.96,6.3,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,63.0,310.4,서울특별시 도봉구,북한산국립공원 송추제1주차장,송추역.경남아너스빌,2
도봉산_16,도봉산,등하산_횡단,543.8,872.6659999999995,6.71,6.71,238,3시간 58분,37.729909,126.996411,37.72438,127.046926,중급,중급3,231.77,6.7,0,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,,71.7,서울특별시 도봉구,,울대고개,5
도봉산_25,도봉산,등하산_횡단,348.3,296.34700000000004,7.47,7.47,163,2시간 43분,37.700046,126.97065,37.66347,127.01227,입문,입문,95.0,6.6,2,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,1890.0,38.1,서울특별시 도봉구,북한산국립공원 송추제2주차장,우이령.오봉산석굴암입구,2
도봉산_26,도봉산,등하산_원점회귀,560.8,1055.1619999999996,9.21,9.21,299,4시간 59분,37.688901,127.045427,37.678018,127.044923,중급,중급3,238.87,6.9,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,125.0,16.5,서울특별시 도봉구,도봉산역 자전거주차장,도봉산역,2
도봉산_36,도봉산,등하산_원점회귀,570.0,1005.8900000000004,7.91,7.91,269,4시간 29분,37.742915,127.028001,37.739425,127.034731,상급,상급2,270.17,6.9,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,315.0,10.1,서울특별시 도봉구,가능3동 연내천복개 공영주차장,안골.롯데캐슬골드포레,2
도봉산_37,도봉산,등하산_횡단,418.0,1068.3539999999994,9.64,9.64,294,4시간 54분,37.743097,127.02787,37.711556,127.046829,상급,상급1,245.9,6.8,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,310.0,11.1,서울특별시 도봉구,경민대앞 공영유료주차장,안골.롯데캐슬골드포레,2
도봉산_38,도봉산,등하산_횡단,667.2,964.6780000000005,7.11,7.11,250,4시간 10분,37.722249,127.04367,37.709115,127.04747,상급,상급1,250.84,6.7,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,373.0,58.5,서울특별시 도봉구,회룡역 환승주차장,한승미메이드아파트(마을),2
도봉산_39,도봉산,등하산_원점회귀,734.6,1295.629,7.53,7.53,286,4시간 46분,37.709042,127.047593,37.705683,127.037233,상급,상급3,299.17,6.6,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,154.0,55.5,서울특별시 도봉구,망월주차장,망월사역.신한대학교(마을),2
도봉산_40,도봉산,등하산_횡단,432.5,516.658,5.99,5.99,170,2시간 50분,37.709123,127.047494,37.695281,127.044852,초급,초급1,134.8,6.7,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,143.0,59.6,서울특별시 도봉구,망월주차장,망월사역.신한대학교(마을),2
도봉산_41,도봉산,등하산_횡단,526.8,1106.1479999999997,6.0,6.0,255,4시간 15분,37.688835,127.045589,37.696638,127.02943,상급,상급1,246.75,6.7,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,113.0,14.7,서울특별시 도봉구,도봉산역 자전거주차장,도봉산역(중),2
도봉산_42,도봉산,등하산_횡단,659.3,989.5849999999998,6.64,6.64,238,3시간 58분,37.689022,127.045786,37.687914,127.028132,상급,상급1,245.52,6.8,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,93.0,24.7,서울특별시 도봉구,도봉산역 자전거주차장,도봉산역,2
도봉산_43,도봉산,등하산_횡단,654.0,1222.1770000000006,10.15,10.15,327,5시간 27분,37.688993,127.045778,37.667078,127.042393,상급,상급2,269.88,7.0,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,94.0,24.5,서울특별시 도봉구,도봉산역 자전거주차장,도봉산역,2
도봉산_44,도봉산,등하산_횡단,222.0,883.9470000000003,6.02,6.02,220,3시간 40분,37.686097,127.036384,37.663106,127.012809,중급,중급2,220.95,6.9,10,10.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,189.0,397.2,서울특별시 도봉구,북한산생태탐방원 주차장,도봉산입구,2
도봉산_50,도봉산,등하산_횡단,738.6,1154.6659999999997,5.02,5.02,232,3시간 52분,37.687803,127.035126,37.695882,127.02152,중급,중급3,230.6,6.7,10,8.0,19,0.2294157338705617,7.5,8.2,6.8,7.4,6.7,7.9,7.9,전망,8.2,82.0,494.1,서울특별시 도봉구,북한산생태탐방원 주차장,도봉산입구,2
두륜산_01,두륜산,등하산_횡단,721.0,885.0,10.1,10.1,286,4시간 46분,34.474365,126.630688,34.496526,126.625255,중급,중급3,229.08,5.3,2,2.0,4,0.5,7.4,8.1,7.2,7.6,6.6,7.4,7.6,전망,8.1,1405.0,1876.2,전라남도 해남군,대흥사 템플스테이 주차장,오심재,5
두륜산_02,두륜산,편도_등산,650.0,1429.0,9.27,18.55,493,8시간 13분,34.496448,126.625236,34.467931,126.63501,최상급,최상급3,394.5,5.4,10,8.0,4,0.5,7.4,8.1,7.2,7.6,6.6,7.4,7.6,전망,8.1,21.0,604.5,전라남도 해남군,주차장2,장춘승강장,2
두륜산_03,두륜산,편도_등산,653.0,984.0,5.21,10.41,304,5시간 04분,34.48377,126.614605,34.481608,126.633698,상급,상급1,245.24,5.3,10,2.0,4,0.5,7.4,8.1,7.2,7.6,6.6,7.4,7.6,전망,8.1,89.0,1487.6,전라남도 해남군,두륜산도립공원 주차장,장춘승강장,2
두륜산_04,두륜산,등하산_횡단,725.0,989.0,6.03,6.03,225,3시간 45분,34.48447,126.649107,34.477863,126.634765,중급,중급3,233.9,5.1,10,10.0,4,0.5,7.4,8.1,7.2,7.6,6.6,7.4,7.6,전망,8.1,49.0,277.3,전라남도 해남군,오소재 주차장,오심재,2
두타산_01,두타산,편도_등산,1370.1,1203.066999999999,6.24,12.48,368,6시간 08분,37.38491,129.012867,37.42607,129.004675,상급,상급3,296.9,3.0,10,10.0,4,0.5,7.4,8.0,7.5,7.6,6.4,7.2,7.6,전망,8.0,86.0,71.4,강원도 동해시,댓재공원 주차장,댓재(두타산),4
두타산_02,두타산,등하산_원점회귀,1367.1,1183.847,6.66,6.66,237,3시간 57분,37.444808,129.045578,37.444071,129.035786,상급,상급2,268.94,4.7,0,8.0,4,0.5,7.4,8.0,7.5,7.6,6.4,7.2,7.6,전망,8.0,,612.6,강원도 동해시,,천은사종점,5
두타산_03,두타산,등하산_횡단,670.8,660.1549999999999,6.18,6.18,189,3시간 09분,37.466304,129.031188,37.463019,129.018724,초급,초급2,154.77,4.9,8,10.0,4,0.5,7.4,8.0,7.5,7.6,6.4,7.2,7.6,전망,8.0,460.0,74.7,강원도 동해시,무릉별유천지 제1주차장,동해무릉건강숲,4
두타산_04,두타산,등하산_원점회귀,1428.0,1678.9880000000005,13.74,13.74,453,7시간 33분,37.463453,129.021591,37.457897,129.004246,최상급,최상급2,368.03,4.8,10,10.0,4,0.5,7.4,8.0,7.5,7.6,6.4,7.2,7.6,전망,8.0,77.0,67.6,강원도 동해시,무릉계곡 제1주차장,무릉계곡,4
마니산_01,마니산,등하산_원점회귀,491.4,1051.2539999999997,5.04,5.04,242,4시간 02분,37.609451,126.456947,37.604007,126.457228,중급,중급2,220.47,6.5,10,10.0,3,0.5773502691896258,6.9,7.6,6.8,7.2,6.4,6.8,6.8,전망,7.6,17.0,19.4,인천광역시 강화군,함허동천 공영주차장,함허동천,3
마니산_02,마니산,등하산_원점회귀,480.0,914.6100000000002,5.7,5.7,219,3시간 39분,37.633875,126.423436,37.630105,126.423866,중급,중급2,218.69,6.3,10,10.0,3,0.5773502691896258,6.9,7.6,6.8,7.2,6.4,6.8,6.8,전망,7.6,17.0,15.0,인천광역시 강화군,마니산 공영주차장,마니산입구,3
마니산_03,마니산,등하산_횡단,471.5,940.035,2.98,2.98,176,2시간 56분,37.609501,126.45718,37.612156,126.44416,초급,초급2,160.31,6.5,10,10.0,3,0.5773502691896258,6.9,7.6,6.8,7.2,6.4,6.8,6.8,전망,7.6,19.0,40.1,인천광역시 강화군,함허동천 공영주차장,함허동천,3
마이산_01,마이산,등하산_횡단,701.8,396.9259999999999,5.81,5.81,140,2시간 20분,35.756683,127.39356,35.758897,127.411689,입문,입문,96.97,5.3,10,10.0,6,0.4082482904638631,7.3,7.7,7.1,7.5,6.6,7.1,7.7,전망,7.7,8.0,13.5,전라북도 진안군,마이산도립공원 남부주차장,마이산남부,3
마이산_02,마이산,등하산_원점회귀,563.5,740.1579999999999,7.02,7.02,215,3시간 35분,35.775066,127.418245,35.772132,127.416154,초급,초급3,174.66,5.7,10,10.0,6,0.4082482904638631,7.3,7.7,7.1,7.5,6.6,7.1,7.7,전망,7.7,98.0,80.9,전라북도 진안군,마이산관광단지 주차장,마이산북부관광정보센터앞,3
마이산_03,마이산,등하산_횡단,635.6,1064.8000000000004,7.62,7.62,272,4시간 32분,35.739136,127.35429,35.756392,127.393802,상급,상급2,272.83,4.8,5,8.0,6,0.4082482904638631,7.3,7.7,7.1,7.5,6.6,7.1,7.7,전망,7.7,868.0,725.5,전라북도 진안군,마령체련공원 주차장,월운,5
마이산_04,마이산,등하산_원점회귀,602.2,1167.8929999999996,10.19,10.19,327,5시간 27분,35.755461,127.353453,35.755422,127.353257,상급,상급2,264.33,4.3,2,8.0,6,0.4082482904638631,7.3,7.7,7.1,7.5,6.6,7.1,7.7,전망,7.7,1319.0,631.3,전라북도 진안군,마령체련공원 주차장,안방,5
마이산_05,마이산,등하산_횡단,568.9,718.3300000000002,3.97,3.97,167,2시간 47분,35.748413,127.417688,35.755622,127.42865,초급,초급2,161.75,5.2,2,10.0,6,0.4082482904638631,7.3,7.7,7.1,7.5,6.6,7.1,7.7,전망,7.7,1626.0,23.8,전라북도 진안군,마이산청소년야영장 주차장,은천,5
마이산_06,마이산,등하산_원점회귀,500.5,349.4759999999999,2.33,2.33,87,1시간 27분,35.769794,127.414239,35.767119,127.413804,입문,입문,86.43,5.6,10,10.0,6,0.4082482904638631,7.3,7.7,7.1,7.5,6.6,7.1,7.7,전망,7.7,355.0,247.2,전라북도 진안군,마이산도립공원 북부주차장,마이산북부,3
명성산_01,명성산,등하산_원점회귀,926.2,782.6819999999998,7.36,7.36,218,3시간 38분,38.067609,127.325068,38.06742,127.32829,중급,중급1,183.91,6.0,10,10.0,1,1.0,7.6,8.2,7.1,8.1,6.2,7.1,9.3,계절매력,9.3,4.0,33.6,강원도 철원군,산정호수 상동주차장,산정호수상동주차장,0
명지산_01,명지산,등하산_원점회귀,1242.6,1007.0010000000002,11.13,11.13,310,5시간 10분,37.935553,127.489606,37.936509,127.484558,상급,상급1,256.52,5.8,10,10.0,4,0.5,6.7,7.2,6.8,6.5,5.3,7.3,7.2,성취감,7.3,37.0,13.6,경기도 가평군,명지산 익근리주차장,명지산입구,1
명지산_02,명지산,등하산_원점회귀,1266.8,935.438,8.97,8.97,270,4시간 30분,37.908818,127.444053,37.910742,127.441382,중급,중급2,221.96,5.1,2,10.0,4,0.5,6.7,7.2,6.8,6.5,5.3,7.3,7.2,성취감,7.3,1340.0,6.3,경기도 가평군,연인산 제2주차장,백둔리종점,1
명지산_03,명지산,등하산_횡단,989.3,697.1210000000001,6.64,6.64,195,3시간 15분,37.904408,127.455648,37.908698,127.44452,초급,초급3,164.86,5.2,10,10.0,4,0.5,6.7,7.2,6.8,6.5,5.3,7.3,7.2,성취감,7.3,235.0,113.7,경기도 가평군,연인산 제2주차장,평반,1
명지산_04,명지산,등하산_횡단,1281.2,1031.173,8.41,8.41,256,4시간 16분,37.935502,127.489511,37.935438,127.442953,중급,중급3,225.65,5.6,10,10.0,4,0.5,6.7,7.2,6.8,6.5,5.3,7.3,7.2,성취감,7.3,29.0,3.9,경기도 가평군,명지산 익근리주차장,명지산입구,1
모악산_01,모악산,등하산_횡단,812.7,624.901,7.62,7.62,206,3시간 26분,35.757907,127.086606,35.729261,127.110108,초급,초급3,167.2,5.6,10,5.0,3,0.5773502691896258,7.1,7.4,7.3,7.1,6.7,6.5,7.7,계절매력,7.7,33.0,975.5,전라북도 김제시,모악산공영주차장,중인동,4
모악산_02,모악산,편도_하산,683.2,519.6760000000002,4.51,9.03,213,3시간 33분,35.718937,127.039432,35.739654,127.071936,초급,초급1,138.32,5.2,10,10.0,3,0.5773502691896258,7.1,7.4,7.3,7.1,6.7,6.5,7.7,계절매력,7.7,93.0,34.9,전라북도 김제시,모악산 주차장,금산사,4
모악산_03,모악산,편도_등산,728.7,549.8,2.42,4.83,155,2시간 35분,35.724985,127.061575,35.730521,127.081325,초급,초급1,124.86,5.3,5,2.0,3,0.5773502691896258,7.1,7.4,7.3,7.1,6.7,6.5,7.7,계절매력,7.7,879.0,1766.7,전라북도 김제시,금산사 제3주차장,하운,4
무등산_01,무등산,편도_등산,638.0,1459.3419999999992,6.58,13.15,416,6시간 56분,35.134054,126.955446,35.138255,126.977266,최상급,최상급1,335.66,6.9,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,40.0,22.6,광주광역시 동구,SH빌딩 주차장,무등산국립공원(증심사),3
무등산_02,무등산,등하산_원점회귀,895.8,1096.571,8.35,8.35,288,4시간 48분,35.134122,126.955742,35.131441,126.963495,상급,상급3,289.83,6.6,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,59.0,44.2,광주광역시 동구,SH빌딩 주차장,무등산국립공원(증심사),3
무등산_03,무등산,등하산_원점회귀,937.1,1006.6230000000006,7.72,7.72,268,4시간 28분,35.130378,126.964934,35.131471,126.963469,상급,상급2,267.0,6.4,8,5.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,638.0,976.3,광주광역시 동구,증심사이주단지 무료공영주차장,무등산국립공원(증심사),3
무등산_04,무등산,편도_등산,1120.2,1442.8039999999996,6.75,13.5,419,6시간 59분,35.145754,126.987421,35.120694,127.002706,최상급,최상급1,338.17,5.4,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,31.0,76.3,광주광역시 동구,무등산국립공원 원효사 주차장,무등산국립공원(원효사),3
무등산_05,무등산,등하산_원점회귀,921.9,658.7420000000001,5.49,5.49,180,3시간 00분,35.104834,126.989397,35.104229,126.992987,초급,초급2,145.72,5.5,0,8.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,,706.5,광주광역시 동구,,중지마을,5
무등산_06,무등산,등하산_원점회귀,954.1,694.9169999999999,9.39,9.39,246,4시간 06분,35.145805,126.987334,35.145821,126.987446,초급,초급3,163.11,5.6,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,22.0,68.5,광주광역시 동구,무등산국립공원 원효사 주차장,무등산국립공원(원효사),3
무등산_07,무등산,등하산_원점회귀,381.0,835.1289999999995,7.5,7.5,236,3시간 56분,35.178703,126.941878,35.176496,126.94038,중급,중급1,191.77,7.0,8,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,537.0,217.9,광주광역시 동구,문화동행정복지센터 주차장,시화문화마을문화관,3
무등산_08,무등산,등하산_원점회귀,406.2,715.4960000000003,6.94,6.94,208,3시간 28분,35.162576,126.962379,35.162017,126.962411,초급,초급3,170.74,6.7,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,8.0,85.4,광주광역시 동구,청풍쉼터 주차장,4수원지,3
무등산_09,무등산,등하산_원점회귀,587.6,880.6280000000008,8.58,8.58,256,4시간 16분,35.152343,126.969252,35.161089,126.977655,중급,중급2,210.62,6.2,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,39.0,228.6,광주광역시 동구,충민사 주차장,화암,3
무등산_10,무등산,등하산_횡단,473.0,835.4050000000002,7.22,7.22,228,3시간 48분,35.167637,126.999173,35.161354,126.97799,중급,중급1,188.18,5.7,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,29.0,217.8,광주광역시 동구,분청사기박물관주차장,금곡마을,3
무등산_11,무등산,등하산_횡단,402.0,647.7670000000005,7.08,7.08,209,3시간 29분,35.161967,126.979799,35.163457,126.999206,초급,초급3,164.09,5.7,2,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1470.0,35.4,광주광역시 동구,충민사 주차장,충장사(북),5
무등산_12,무등산,등하산_횡단,502.8,545.8,7.98,7.98,214,3시간 34분,35.174711,127.009203,35.167461,126.999408,초급,초급1,133.26,5.3,5,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,876.0,177.3,광주광역시 동구,소쇄원 주차장,평촌,5
무등산_13,무등산,등하산_원점회귀,801.7,852.0119999999996,7.04,7.04,218,3시간 38분,35.165307,127.035642,35.163558,127.031654,중급,중급1,187.66,4.9,2,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1370.0,8.1,광주광역시 동구,오페라하우스 주차장,정곡1구,5
무등산_14,무등산,등하산_횡단,800.6,1045.034,7.31,7.31,240,4시간 00분,35.161057,127.040685,35.158453,127.052703,상급,상급2,264.73,4.4,2,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1997.0,236.9,광주광역시 동구,오페라하우스 주차장,경상리,5
무등산_15,무등산,등하산_원점회귀,492.4,904.7840000000004,7.95,7.95,256,4시간 16분,35.120478,126.936999,35.121545,126.937552,중급,중급2,205.5,7.0,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,111.0,338.0,광주광역시 동구,소태동 지원3구역 공영주차장,지원2동행정복지센터입구,3
무등산_16,무등산,등하산_횡단,945.6,790.7999999999996,6.18,6.18,202,3시간 22분,35.095978,127.002031,35.091825,127.027187,중급,중급2,211.74,5.3,2,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1237.0,47.7,광주광역시 동구,수만리생태숲공원 3주차장,수만리3구,5
무등산_17,무등산,등하산_원점회귀,1117.5,909.715,6.35,6.35,207,3시간 27분,35.114279,127.031647,35.119359,127.034525,중급,중급3,230.2,4.3,2,5.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1296.0,924.4,광주광역시 동구,안심1리주차장,영평,5
무등산_18,무등산,등하산_원점회귀,856.2,719.2359999999999,7.0,7.0,198,3시간 18분,35.116522,127.043732,35.12263,127.041232,초급,초급3,171.93,4.1,5,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1168.0,74.1,광주광역시 동구,안심1리주차장,영평마을,5
무등산_19,무등산,편도_등산,954.0,1141.5249999999996,6.6,13.2,369,6시간 09분,35.114053,127.031552,35.116263,126.998674,상급,상급3,297.44,4.3,2,5.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1284.0,937.5,광주광역시 동구,안심1리주차장,영평,5
무등산_20,무등산,편도_등산,802.1,757.9000000000001,5.26,10.51,271,4시간 31분,35.129169,127.043057,35.129299,127.01828,중급,중급1,180.21,4.0,0,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,,29.7,광주광역시 동구,,인계리,5
무등산_21,무등산,등하산_횡단,632.3,957.2349999999996,9.43,9.43,283,4시간 43분,35.09018,126.951423,35.099979,126.96374,중급,중급3,230.21,5.8,5,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1063.0,46.2,광주광역시 동구,내남동3공영주차장,교동,5
무등산_22,무등산,등하산_횡단,690.4,661.9150000000001,6.16,6.16,190,3시간 10분,35.07959,126.98487,35.072764,127.001126,초급,초급2,154.72,6.1,2,2.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1583.0,1396.6,광주광역시 동구,수만리생태숲공원 3주차장,유천리(화순실고),5
무등산_23,무등산,편도_등산,640.6,1653.1690000000003,7.34,14.68,468,7시간 48분,35.074813,126.988677,35.104266,126.99294,최상급,최상급2,377.47,6.4,2,8.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,1353.0,772.5,광주광역시 동구,향청공영주차장,유천리(화순실고),5
무등산_24,무등산,등하산_횡단,604.0,618.871,6.81,6.81,196,3시간 16분,35.082356,127.002383,35.084483,126.981601,초급,초급2,157.3,5.9,10,2.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,29.0,1855.1,광주광역시 동구,수만리생태숲공원 제1주차장,유천리(화순실고),3
무등산_25,무등산,등하산_횡단,549.4,771.6480000000007,8.56,8.56,239,3시간 59분,35.064598,126.982644,35.07483,126.960435,중급,중급1,196.93,6.0,10,10.0,31,0.1796053020267749,7.2,7.9,7.0,7.3,6.7,6.9,7.7,전망,7.9,290.0,205.4,광주광역시 동구,화개유료주차장,화순군선거관리위원회,3
